,PlayerName,EloOutdoorHard,EloOutdoorCarpet,EloOutdoorClay,EloOutdoorGrass,EloOutdoorGreenset,EloIndoorHard,EloIndoorCarpet,EloIndoorClay,EloIndoorGrass,EloIndoorGreenset,EloClayHard,EloClayCarpet,EloClayClay,EloClayGrass,EloClayGreenset,EloAll
16,Andreescu B.,1656.5329874676756,1500,1597.3641525295473,1550.0966215002213,1500,1486.8709481466162,1500.0,1503.7302668625434,1500,1500.0,1500.0,1500,1500,1500,1500,1665.1163318036067
17,Andreeva E.,1491.4992997463921,1500,1462.3798529776725,1505.9343886892707,1500,1458.886744718417,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1495.0085010360885
18,Andreeva M.,1900.270300270553,1500,1671.8731884960052,1491.7708501557856,1500,1500.0,1500.0,1516.105758045439,1500,1500.0,1563.2976013366472,1500,1500,1500,1500,1996.793232596793
19,Ani M.,1446.3844957854,1500,1467.9091145203345,1485.4055211429443,1500,1483.265248135985,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1412.310340811867
20,Anisimova A.,1788.0750732044794,1500,1613.0984156610043,1580.7836772947512,1500,1500.0,1500.0,1483.229720290049,1500,1500.0,1500.0,1500,1500,1500,1500,1829.0579780137562
21,Anshba A.,1504.590913053715,1500,1500.4275648313246,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1511.809207623394
22,Antoniychuk K.,1482.7872216932087,1500,1501.2097714906386,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1486.0872246743313
23,Aoyama S.,1466.121660263955,1500,1500.0,1484.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1455.3753476467775
24,Arango E.,1588.6227788691144,1500,1461.2918751423354,1487.0417997429258,1500,1496.4409681391767,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1558.6698813271344
25,Arconada U.M.,1446.7639173272971,1500,1467.519559967062,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1433.8759375630395
26,Arefyeva T.,1470.5418742824709,1500,1485.8097898364242,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1457.0700115349387
27,Arn G.,1478.5475514084267,1500,1490.743653907636,1473.9110693429154,1500,1471.1648569919685,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1454.6364793558332
28,Arruabarrena L.,1395.5676379023118,1500,1505.7136197854425,1482.9516031787066,1500,1439.0320665844276,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1472.1765994883256
29,Arruabarrena-Vecino L.,1503.6520905751947,1500,1522.6946784488066,1482.052630088114,1500,1500.0,1500.0,1484.0,1500,1500.0,1500.0,1500,1500,1500,1500,1508.3754664967041
30,Arvidsson S.,1473.110999041727,1500,1447.253189511816,1431.6615995053107,1500,1542.4449049909567,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1497.079700393577
31,Augustine B.,1483.2763087411645,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1484.1584592200775
32,Avanesyan E.,1593.8205708259354,1500,1573.1433050877,1511.7271440583947,1500,1499.9794214272217,1500.0,1499.2976013366472,1500,1500.0,1564.0,1500,1500,1500,1500,1676.309546382641
33,Azarenka V.,1736.4736194150323,1500,1701.9422665931434,1655.9624322040147,1500,1648.3119995505947,1483.2695620967438,1562.6526331860964,1500,1500.0,1500.0,1500,1500,1500,1500,1759.7724425015458
34,Babos T.,1443.0586470603655,1500,1386.3981938183251,1406.0117909166854,1500,1520.2139945353954,1500.0,1515.9368976572025,1500,1500.0,1500.0,1500,1500,1500,1500,1367.8618934516787
35,Bachmann A.,1438.8887402236392,1500,1498.959135662211,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1447.7799709963413
36,Back D.,1473.4417622964174,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1475.6205637311957
37,Bacsinszky T.,1620.6377022382812,1500,1693.479894667294,1528.5769799252514,1500,1425.8092832573604,1484.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1595.9737400965082
38,Badosa Gibert P.,1451.0057975779548,1500,1510.5420217475148,1484.2897423216764,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1461.3677294659292
39,Badosa Gibert. P.,1518.3395845309742,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1523.0859067796853
40,Badosa P.,1811.7579382738736,1500,1738.1573878140055,1602.610887875538,1500,1510.4458778882872,1500.0,1554.5451622554751,1500,1500.0,1500.0,1500,1500,1500,1500,1887.3586791364717
41,Bai A.,1487.5213820540446,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1488.909940245834
42,Bai Z.,1467.152635234313,1500,1457.2727011006275,1481.268545081136,1500,1482.5129856554731,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1429.7807816066743
43,Baindl K.,1448.1982018991391,1500,1533.670478369018,1442.2173727707877,1500,1477.0631997830994,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1452.4993485047528
44,Bains N.,1482.849875292829,1500,1500.0,1488.075966346565,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1476.8992012698939
45,Baker L.,1484.0,1500,1482.6337567787223,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1468.119162084646
46,Baltacha E.,1480.6892943360758,1500,1458.2797744340876,1463.247663741028,1500,1488.8028364808877,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1477.5362011012921
47,Bammer S.,1541.3887063051304,1500,1497.7781165904378,1438.537346737035,1500,1439.3886856617078,1484.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1496.1316197297103
48,Baptiste H.,1524.0056166163188,1500,1503.8859459115765,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1562.891890181284
49,Bara I.,1474.7126174508887,1500,1457.994619191998,1499.9769512819776,1500,1452.684173608226,1500.0,1500.0,1500,1500.0,1484.0,1500,1500,1500,1500,1430.0274524810038
50,Bardina V.,1467.6971843418203,1500,1440.4349185972626,1453.4387739660467,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1378.0504517308755
51,Barrois K.,1372.7786064888,1500,1516.7044640316026,1495.9011740753456,1500,1440.9831572556782,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1423.0857939518223
52,Barry E.,1481.9781964910178,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1481.2108853658106
53,Barry M.,1481.8363513270228,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1486.3922592656468
54,Barte H.,1471.5145924812946,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1471.9401440666572
55,Barthel M.,1528.7251065867065,1500,1453.2724391509323,1381.2450026799988,1500,1504.747930848638,1500.0,1470.0800012441894,1500,1500.0,1484.0,1500,1500,1500,1500,1410.2127938047365
56,Bartoli M.,1717.9984935910659,1500,1540.4635975420297,1772.3929781202235,1500,1590.9014834495076,1504.6647490685846,1500.0,1500,1484.0,1500.0,1500,1500,1500,1500,1769.532341468869
57,Barty A.,2033.343150768816,1500,1784.371287890103,1775.884474170234,1500,1616.039808157801,1500.0,1568.9717975461726,1500,1500.0,1500.0,1500,1500,1500,1500,2137.397095791655
58,Bassols M.,1439.2856739084762,1500,1445.6714964948899,1500.0,1500,1456.9457472291983,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1390.3619654186707
59,Bechri C.,1485.6653396966326,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1488.9533486346506
60,Beck A.,1444.5389796274246,1500,1475.7641649428647,1486.9392608771266,1500,1539.9375311565454,1500.0,1511.2074361787063,1500,1500.0,1500.0,1500,1500,1500,1500,1473.6024176063104
61,Begu I.,1518.5139898688471,1500,1676.1968930527967,1456.5323474026466,1500,1526.3271000357113,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1613.1630759650536
62,Bejlek S.,1439.131584071404,1500,1529.5803918682486,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1484.0,1500,1500,1500,1500,1488.6232183431946
63,Bektas E.,1414.0369284944047,1500,1488.6687420560754,1499.0415928696236,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1445.4002672691036
64,Bellis C.,1618.246598245434,1500,1549.186544571211,1518.6534786110233,1500,1514.6752288390178,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1657.8878199497387
65,Bencic B.,1834.6162060923327,1500,1678.7752798788647,1662.3267986901124,1500,1591.9101378365417,1500.0,1501.3609956018158,1500,1500.0,1500.0,1500,1500,1500,1500,1893.3418516031752
66,Benesova I.,1547.393470346004,1500,1498.0422348356867,1432.8902723586248,1500,1485.3256397494358,1485.594376622045,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1500.1447271513373
67,Bertens K.,1666.0514429051275,1500,1757.869561011277,1564.1602943631754,1500,1653.4567537157457,1500.0,1508.5133786857873,1500,1500.0,1500.0,1500,1500,1500,1500,1686.7914240306334
68,Betova M.,1484.0,1500,1500.0,1484.9460095674349,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1471.299170349203
69,Beygelzimer Y.,1446.3661339561418,1500,1430.4329598638499,1481.4072973811722,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1400.2659628377553
70,Birnerova E.,1445.9573233049643,1500,1398.4346580667016,1485.8986660984008,1500,1484.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1410.8509227238933
71,Birrell K.,1541.3542405508404,1500,1491.4325987573218,1519.0508232038467,1500,1516.084422000337,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1591.0104936571265
72,Bjorklund M.,1477.9160869968184,1500,1494.2643042394025,1492.106598106309,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1491.099949954765
73,Black C.,1482.3015729865112,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1479.7161652531943
74,Black T.A.,1483.3289733018241,1500,1483.956382742674,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1478.8517956047451
75,Blinkova A.,1519.205693952565,1500,1518.4733704628225,1527.2949106867495,1500,1547.2193180659517,1500.0,1469.3797405865243,1500,1500.0,1484.0,1500,1500,1500,1500,1563.2875985345443
76,Bobusic B.,1455.6581140827836,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1460.1517024644427
77,Bogdan A.,1467.9807526615937,1500,1580.6139542549924,1467.824299956243,1500,1497.9134772181517,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1568.0035338708908
78,Bolkvadze M.,1512.9310528626972,1500,1481.104129915758,1500.0,1500,1482.534344809166,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1496.1296882729869
79,Bolsova A.,1462.6059381511523,1500,1470.8949776664479,1483.1689007108846,1500,1482.6160823170483,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1452.7208175448563
80,Bonaventure Y.,1525.2253019992072,1500,1404.2472369679547,1450.914236295395,1500,1476.1080943536183,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1466.3322296209894
81,Bondar A.,1369.881669805175,1500,1545.6867234535791,1453.8097489810084,1500,1455.915147317655,1500.0,1500.0,1500,1500.0,1515.9660918698307,1500,1500,1500,1500,1442.2962063892494
82,Bondarenko A.,1527.3719200041235,1500,1573.0563087942644,1528.1862713445753,1500,1512.9628744136378,1438.8750288639558,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1486.4145592258417
83,Bondarenko K.,1505.6567139235112,1500,1403.5390498733086,1510.70453435569,1500,1446.426082502459,1522.0798520240628,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1471.2259897933307
84,Boserup J.,1532.3893777982992,1500,1480.6253725586282,1485.8582058276445,1500,1492.4436093695792,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1510.4048730972872
85,Bouchard E.,1531.2463534315937,1500,1644.0669278976482,1498.5553035416983,1500,1453.3244455519803,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1578.3424004864717
86,Boulter K.,1634.4665853895929,1500,1472.9732535146443,1676.6818729927593,1500,1497.1692100145706,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1712.2353873825818
87,Bouzas Maneiro J.,1518.7015066766235,1500,1485.814788553887,1518.84548496506,1500,1468.1867613561892,1500.0,1500.0,1500,1500.0,1484.0,1500,1500,1500,1500,1517.3561148950216
88,Bouzkova M.,1603.2877147395739,1500,1568.5921035987653,1527.5336835738547,1500,1504.9094225482922,1500.0,1484.736306793522,1500,1500.0,1500.0,1500,1500,1500,1500,1659.8180060609664
89,Bovina E.,1413.0325719210834,1500,1486.3621694354536,1483.263693206478,1500,1466.420144989568,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1387.880027754133
90,Brace C.,1503.8335593153265,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1507.8435896004603
91,Brady J.,1751.492847887283,1500,1519.844177838292,1513.9713601545097,1500,1472.1603085749446,1500.0,1517.555369900828,1500,1500.0,1500.0,1500,1500,1500,1500,1804.0099978915796
92,Brandi K.,1483.2959799657003,1500,1500.0,1483.263693206478,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1470.6030593125965
93,Bratchikova N.,1441.3110990131238,1500,1402.8407280178676,1462.8823262291212,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1387.7578206157855
94,Bremond I.,1441.659326968013,1500,1493.8104372959676,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1447.5213020441267
95,Bremond S.,1449.2701463581277,1500,1417.3848027555698,1416.9921090674397,1500,1475.0139944286175,1484.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1386.2666537611194
96,Brengle M.,1461.9328808290616,1500,1481.6128075570275,1456.5983934692376,1500,1463.793244001928,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1497.394825690838
97,Brianti A.,1393.966815608162,1500,1443.6936752428892,1399.2827293247221,1500,1533.5054029444157,1500.0,1500.0,1500,1484.0,1500.0,1500,1500,1500,1500,1440.2598106073096
98,Broady N.,1548.1819939620634,1500,1464.2930088028907,1354.0975273683478,1500,1473.4552787644504,1500.0,1499.4720686118867,1500,1500.0,1500.0,1500,1500,1500,1500,1491.3133607677935
99,Brodsky G.,1456.0981832419695,1500,1500.0,1500.0,1500,1484.6938956319368,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1450.9183766743859
100,Bronzetti L.,1548.7611960731422,1500,1546.337299887899,1478.1976210283094,1500,1497.88895608531,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1634.0012313433301
101,Buchina Y.,1487.7711417801947,1500,1500.0,1500.0,1500,1489.5464517841174,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1485.1382593514845
102,Bucsa C.,1521.641304683477,1500,1454.3253170304488,1455.7851074779994,1500,1498.5296564850082,1500.0,1500.6811212925834,1500,1500.0,1500.0,1500,1500,1500,1500,1556.8259664131767
103,Burdette M.,1500.1231908848818,1500,1505.385714256943,1484.992176563344,1500,1492.5262954286757,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1518.0993306911257
104,Burel C.,1557.640474006492,1500,1573.198277964171,1445.1266431195183,1500,1485.0956706130903,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1580.4913603152497
105,Burger C.,1467.4750870498513,1500,1501.4596441573065,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1466.7570779886632
106,Burnett N.,1482.6312752432304,1500,1477.5270797035412,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1492.4559235073561
107,Burrage J.,1452.196386353837,1500,1497.1979572424775,1530.7066710415268,1500,1500.4965405882888,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1527.8128278849751
108,Buyukakcay C.,1417.4582294580555,1500,1443.7685524960802,1478.7624630779023,1500,1475.7680494078002,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1424.3127906971413
109,Buzarnescu M.,1448.9912280808926,1500,1520.975812036129,1549.3792188188957,1500,1491.9617341984688,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1479.905495112612
110,Bychkova E.,1449.999701351064,1500,1405.301927237203,1453.5246724876,1500,1467.6632811008758,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1397.9953716193813
111,Cabeza-Candela E.,1500.0688618114839,1500,1501.4287073665273,1488.2230210670637,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1491.7805715438947
112,Cabrera L.,1370.3797159479282,1500,1464.425538548566,1499.4699561418286,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1366.3631454116708
113,Cadantu A.,1444.2675943021475,1500,1384.1474984442195,1439.627604519216,1500,1459.9567470082882,1500.0,1529.098665967741,1500,1500.0,1500.0,1500,1500,1500,1500,1382.2037668091918
114,Cako J.,1489.18628101178,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1489.712334871815
115,Camerin M.E.,1452.3539718799177,1500,1406.6238444630487,1383.0925789180387,1500,1468.736306793522,1500.0,1516.0,1500,1500.0,1500.0,1500,1500,1500,1500,1448.340345885008
116,Capra B.,1529.4403406841857,1500,1500.0,1500.0,1500,1482.9199599562203,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1516.1891358437808
117,Capurro Taborda M.,1481.8852162782573,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1483.3716153182586
118,Carle M.,1447.442790759414,1500,1480.9775505983557,1480.1972701661043,1500,1500.0,1500.0,1500.0,1500,1500.0,1484.0,1500,1500,1500,1500,1431.9779174157725
119,Castano C.,1421.2230725398283,1500,1460.9225480670466,1467.627341184145,1500,1454.8086829777592,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1418.4881705678263
120,Ce G.,1483.4773307896917,1500,1483.7750847899101,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1468.8611187054237
121,Cecil M.,1474.0665793020553,1500,1463.9343586059888,1500.0,1500,1484.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1431.7208356440644
122,Celik S.,1483.0102514200898,1500,1467.9010431202648,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1454.271941593194
123,Cepede Royg V.,1446.7848764759663,1500,1530.882921940948,1460.135241312786,1500,1436.4799018726983,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1454.1080540966627
124,Cepelova J.,1433.68056806072,1500,1509.173410571097,1477.3645376909708,1500,1412.7123315596918,1500.0,1484.0,1500,1500.0,1500.0,1500,1500,1500,1500,1448.8279628579571
125,Cetkovska P.,1517.7828288161086,1500,1569.229478077734,1501.1451105547758,1500,1505.569686013244,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1544.0453315374332
126,Chakvetadze A.,1593.545583593265,1500,1479.7279724032987,1555.0346737797886,1500,1488.114768028219,1545.3387211269983,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1526.9648841904955
127,Chan C-W.,1494.1567645603297,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1494.8343939563686
128,Chan C.W.,1467.5793188465557,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1467.574922629957
129,Chan W.Y.,1495.0106768925762,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1494.4219640057736
130,Chan Y.,1483.302122828863,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1483.6549068817299
131,Chan Y.J.,1399.2704589130979,1500,1481.4944742658256,1425.8777278482228,1500,1500.0,1500.0,1500.0,1500,1501.4387739660467,1500.0,1500,1500,1500,1500,1429.34857561492
132,Chang K.C.,1437.8620751278577,1500,1431.037844171843,1418.5202663170928,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1418.0452239686867
133,Cheapchandej P.,1484.0,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1483.526106193538
134,Chen Y.,1466.5267467434512,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1463.6969119761195
135,Chirico L.,1401.6606384896384,1500,1465.188027956632,1468.3466748471626,1500,1496.6387584412055,1500.0,1500.0,1500,1500.0,1484.0,1500,1500,1500,1500,1404.7596060859883
136,Choi J-H.,1483.4493796287575,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1485.6274379838692
137,Choi J.H.,1481.200917609916,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1483.6829068826846
138,Chong E.,1445.1902447564748,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1445.2349713487015
139,Chwalinska M.,1477.035615182017,1500,1496.5168640308198,1506.1456976869567,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1487.8806131785022
140,Cibulkova D.,1687.6729588044302,1500,1599.6726777309257,1639.9880395306936,1500,1661.5327857636844,1500.8877440419053,1564.4875693194956,1500,1500.0,1500.0,1500,1500,1500,1500,1690.84416234719
141,Cirstea S.,1730.8571303346087,1500,1542.1746745606192,1477.7892842413337,1500,1476.36769925447,1483.9352319677992,1470.2090946944882,1500,1500.0,1500.0,1500,1500,1500,1500,1684.6051771662126
142,Clijsters K.,1896.5794129108933,1500,1481.693570847023,1611.250376789023,1500,1608.419536072377,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1907.049409769713
143,Cocciaretto E.,1437.9215644450471,1500,1617.903441898284,1537.3495321351168,1500,1493.3984702573614,1500.0,1483.9294520831859,1500,1500.0,1500.0,1500,1500,1500,1500,1568.071903469215
144,Cohen A.,1468.1161765736038,1500,1500.0,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1467.4279254645357
145,Cohen Aloro S.,1448.2658424400138,1500,1527.9552852589345,1484.0,1500,1477.0846370228671,1484.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1476.3171594687994
146,Cohen J.,1443.6036020564115,1500,1452.5408878909418,1500.0,1500,1500.0,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1409.705365626609
147,Coin J.,1448.0573434202852,1500,1416.3257622317478,1415.1663929932222,1500,1444.091191031248,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1375.3119758278935
148,Collins D.,1738.269725722175,1500,1745.8530946441992,1534.83346262805,1500,1540.2446358540442,1500.0,1500.0,1500,1500.0,1500.0,1500,1500,1500,1500,1799.8318278890833
