PlayerName,EloOutdoor,EloIndoor,EloHard,EloClay,EloGrass,EloCarpet,Last30,Last7,AvgOddsProb
Sell M.,1501.3679216665578,1500.0,1501.3679216665578,1500.0,1500.0,1500.0,0,0,0.0
Woodruff C.,1426.5396050861855,1532.9394226858624,1493.1731505943198,1412.5626099905821,1477.8185129314227,1499.9646738990318,0,0,0.0
Ferrero J.C.,1694.794057101403,1525.3776804226177,1632.4011662814432,1686.7088699322821,1640.1052060789007,1533.1277691954433,0,0,0.0
Novak J.,1661.0117650640436,1478.7512702781173,1674.2378937425824,1587.7941489872294,1526.1581371800764,1519.0383220357032,0,0,0.0
Kuerten G.,1472.2491460107663,1602.4229198314783,1574.5606281040239,1556.9526766004537,1503.3208907442918,1562.3266427059516,0,0,0.0
Hrbaty D.,1446.6440324820114,1564.7229328511298,1510.8793487311566,1478.2338333273688,1434.9773407827113,1542.9141035087778,0,0,0.0
Costa A.,1557.0710101959203,1456.3702530411774,1501.7191756876384,1571.2422052725158,1482.504864589635,1463.1916198438987,0,0,0.0
Koubek S.,1528.2578288374166,1571.2985462799875,1583.261492364215,1467.7381716221355,1394.5241549973,1558.5728399404172,0,0,0.0
Lapentti N.,1525.5534903889425,1475.9906663225033,1516.0561108307113,1540.6672177427686,1493.4823533304339,1461.4831687962014,0,0,0.0
Safin M.,1658.847745041745,1595.185982544552,1640.3612655781471,1584.4233263087044,1644.9321547303575,1636.6121418982777,0,0,0.0
Martin T.,1587.899322100738,1508.5249298659085,1576.3091788027068,1484.5740248611107,1579.2246318593257,1500.0,0,0,0.0
Vacek D.,1370.881863630032,1468.301702583476,1409.593883557357,1439.985555888255,1480.1191731248346,1500.0,0,0,0.0
Spadea V.,1458.182393759555,1442.2223161677773,1446.9572091719433,1476.438223141728,1503.1920966909513,1457.5737609257408,0,0,0.0
Corretja A.,1420.339060363713,1514.9785292753397,1549.6465826906333,1468.5348716680041,1471.545012599738,1440.6124025539168,0,0,0.0
Ilie A.,1380.2928486802884,1464.087555505533,1375.6361187958262,1508.530639118199,1434.0934036155948,1483.263693206478,0,0,0.0
Voinea A.,1451.6939731181565,1406.998018519911,1487.945263599426,1437.6780031819171,1489.3401481964725,1473.9602543359545,0,0,0.0
Ljubicic I.,1705.4883537829594,1627.3018438679997,1646.4760236276393,1708.4328876990244,1556.3494867450397,1643.309616890812,0,0,0.0
Alami K.,1359.90518402924,1444.1559545445361,1376.7663444176553,1432.8905918410685,1485.3109309575502,1468.736306793522,0,0,0.0
Alonso J.,1480.8109395183544,1468.736306793522,1451.8757133195104,1493.3218449999727,1500.0,1500.0,0,0,0.0
Black W.,1440.1695824104604,1481.9129838590052,1431.9358323264648,1500.0,1459.44038272794,1507.3497943900652,0,0,0.0
Boutter J.,1479.966760930392,1488.168158913041,1440.9869104704917,1527.5097699966402,1402.4268233857288,1494.129550422303,0,0,0.0
Dupuis A.,1514.1093418886314,1464.4429152182245,1404.21459877051,1417.2849772000754,1531.9699103676003,1513.6918230818142,0,0,0.0
Parmar A.,1411.2286530143847,1494.043394988325,1462.1750809379846,1500.0,1437.6078469345064,1483.4881186878877,0,0,0.0
Ferreira W.,1640.6536931075484,1502.5015463221591,1585.1310488045085,1551.0334902748737,1595.3988480167925,1434.6758235757359,0,0,0.0
Motomura G.,1392.1032549162844,1499.480378250166,1403.4682252593602,1500.0,1484.27138582225,1500.0,0,0,0.0
Haas T.,1591.148033060614,1656.5092661767026,1648.0017592509578,1656.629908407664,1668.9628889046169,1605.9796630192839,0,0,0.0
Karbacher B.,1471.2349296682828,1500.0,1484.0,1488.0575824982748,1500.0,1500.0,0,0,0.0
Kafelnikov Y.,1666.553680362416,1608.2005408862597,1644.8318051019764,1611.468358442982,1595.2396174976463,1630.28281595282,0,0,0.0
Canas G.,1580.46578841591,1494.14394749304,1612.7410724203758,1625.7643073708655,1584.3762890458474,1459.4142196579833,0,0,0.0
Medvedev A.,1523.6355107091554,1472.9320232839182,1471.319999901052,1561.3714771154855,1469.6684718550584,1500.0,0,0,0.0
Llodra M.,1598.8268916849718,1659.265669797193,1639.63483630117,1508.2696253148456,1653.769710841987,1446.0439170406646,0,0,0.0
Black B.,1498.3740549868999,1512.5749177380283,1462.373214593023,1443.009605639271,1581.6599372866524,1483.2975328274754,0,0,0.0
Mamiit C.,1381.193397139204,1471.0904273214821,1416.3920336776816,1440.1682266081,1424.4239825998893,1500.0,0,0,0.0
Philippoussis M.,1649.8428525674626,1523.821999158344,1511.1946321079088,1505.4802089868656,1692.6330397307654,1523.233830835375,0,0,0.0
O'Brien A.,1451.2300458913435,1482.7907298754192,1438.1528387238734,1500.0,1501.2460909283986,1483.263693206478,0,0,0.0
Sampras P.,1782.7135406428188,1521.5385452082794,1814.4113873229442,1475.6301095577403,1640.63733907411,1500.0,0,0,0.0
Blanco G.,1432.4399979604013,1456.1688236524838,1378.9566638693345,1479.8087052295755,1441.5127614806006,1456.2660592898278,0,0,0.0
Sluiter R.,1517.132945544327,1458.1772509573177,1462.8617962219682,1484.8849971050022,1509.5018027811066,1474.21307405052,0,0,0.0
Sirianni J.,1454.3607908947554,1500.0,1465.0891550712229,1500.0,1456.295032324977,1500.0,0,0,0.0
Srichaphan P.,1521.4943530284586,1632.6702051234483,1589.6522769308162,1328.5442947962176,1552.5517228865024,1583.2846454075998,0,0,0.0
Tieleman L.,1441.6016972806924,1502.106055658561,1494.6282060070082,1445.2596140948835,1456.2101067201888,1500.0,0,0,0.0
Lareau S.,1414.3950053510976,1503.4144228985203,1453.8921447890186,1466.529743052525,1486.238971952747,1500.0,0,0,0.0
Ullyett K.,1468.2387606816276,1483.24041831493,1450.1345864725185,1500.0,1500.0,1500.0,0,0,0.0
Stanoytchev O.,1351.828149221725,1483.9661669788793,1436.600427567171,1398.0909454795744,1484.0,1500.0,0,0,0.0
Woodbridge T.,1472.7383377585566,1484.0,1429.165503298002,1499.2696451746742,1515.6969612124633,1500.0,0,0,0.0
Mantilla F.,1569.516174192608,1460.0194708753008,1500.9416375712399,1593.718528322273,1453.6977907834346,1437.3170089843643,0,0,0.0
Agassi A.,1827.6217577691077,1685.1641505828932,1825.2565681904175,1682.1921352715567,1613.4033566953362,1557.9646103617986,0,0,0.0
Hill M.,1484.7924309009334,1500.0,1500.1280305896887,1500.0,1484.736306793522,1500.0,0,0,0.0
Portas A.,1470.229320142244,1398.6864878384658,1346.475797721391,1485.0233763167234,1421.9410563611887,1455.9112568107341,0,0,0.0
Burgsmuller L.,1432.3790939608689,1414.6927833257864,1420.9461596766305,1404.617918185405,1457.4335763813178,1439.7151721724222,0,0,0.0
Gross O.,1443.5276117063331,1500.0,1485.4870772790653,1462.9100656945845,1483.9191610759565,1500.0,0,0,0.0
Prinosil D.,1424.1477739849452,1478.1475079647896,1406.0371808848488,1415.1418022950206,1532.1285148605605,1536.729395954488,0,0,0.0
Pavel A.,1491.492664200183,1506.8978888746863,1446.4469490996014,1566.2919582075986,1478.4196451827481,1502.7819978981886,0,0,0.0
Raoux G.,1486.6732022929903,1484.0,1482.5304984710244,1488.233945906864,1500.0,1500.0,0,0,0.0
Courier J.,1474.8074028267124,1514.5641271217237,1490.079863589763,1500.0,1500.0,1500.0,0,0,0.0
Salzenstein J.,1430.2855989792813,1462.3882280619819,1419.926972750106,1484.031477113353,1477.6397588219825,1500.0,0,0,0.0
Gimelstob J.,1436.4700166584169,1447.5432806447106,1432.9930541930194,1410.127890257001,1498.1350953080546,1473.9614142887528,0,0,0.0
Blake J.,1576.139280866878,1538.620549491963,1593.0475954446656,1560.514356480949,1496.248622269168,1531.393731992277,0,0,0.0
Gumy H.,1438.6887162916232,1500.7363721538113,1462.2812600891136,1459.5825929370571,1484.765683477211,1500.0,0,0,0.0
Rodriguez M.,1442.0576704686152,1485.4018288862171,1468.0252945361792,1455.3242305539613,1500.0,1500.0,0,0,0.0
Liukko V.,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,0,0.0
Woodforde M.,1456.2548889478269,1498.5612260339533,1461.0656628298932,1500.0,1500.0,1500.0,0,0,0.0
Massu N.,1449.4087556919512,1426.6525296536072,1502.1626486391676,1466.0555054238803,1441.496480891086,1482.2767293726442,0,0,0.0
Larsson M.,1503.3071188182419,1608.993440677866,1567.1896841593311,1486.1028971940711,1499.4940583451378,1500.0,0,0,0.0
MacPhie B.,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,0,0.0
Jensen L.,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,0,0.0
Pretzsch A.,1436.4642337971611,1477.2916928192938,1454.3308837436234,1482.365541985275,1464.4434071076141,1500.0,0,0,0.0
Popp A.,1474.6883689648037,1467.9017080603026,1418.6176141543872,1340.8363759132478,1581.237139600448,1470.1115167052033,0,0,0.0
Reneberg R.,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,0,0.0
Sa A.,1378.9005598708482,1475.0111824438914,1415.4942680460006,1375.769601654119,1466.6226622553804,1492.1685382925434,0,0,0.0
Dewulf F.,1483.4934078193958,1487.4833811773337,1486.8427503336254,1483.4588425559662,1500.0,1500.0,0,0,0.0
Kucera K.,1582.4470066993485,1544.198964150769,1621.5820538616363,1407.4778505776205,1538.5343125114412,1495.971011410054,0,0,0.0
Wessels P.,1598.5408576316484,1386.1968942775497,1446.0501686107102,1469.5278324414294,1573.3672442085506,1500.0,0,0,0.0
Rusedski G.,1603.0133706304537,1586.262513954732,1589.5923090543554,1422.0063438856369,1688.903754642677,1584.2898207431206,0,0,0.0
Saulnier C.,1460.0182411346918,1559.5207352314087,1521.121359000326,1429.050419565026,1467.7425020918472,1538.2860053739034,0,0,0.0
Zabaleta M.,1536.5250473015622,1399.2235441283076,1458.9104909930043,1599.7688362721774,1445.0931343509865,1456.001464119924,0,0,0.0
Chela J.I.,1521.7872357376043,1428.189450980113,1488.8396180179343,1587.9825030733293,1418.185468721845,1404.2360634462,0,0,0.0
Etlis G.,1507.8200219273676,1483.263693206478,1507.6135397942185,1465.5802996237146,1500.0,1500.0,0,0,0.0
Bruguera S.,1462.9633891621086,1497.0857053477134,1445.7032289020412,1517.7910294869673,1483.263693206478,1498.5964906651757,0,0,0.0
Viloca J.A.,1481.556456660935,1521.8596743560847,1510.801253991296,1501.908612450102,1500.0,1500.0,0,0,0.0
di Pasquale A.,1418.0921350888416,1433.4511027311432,1430.7279847073794,1408.2753340978684,1500.0,1467.2976013366472,0,0,0.0
Heuberger I.,1384.7934280563004,1497.8029591187612,1429.721180863385,1410.897279353577,1480.6032216259293,1475.2591470392322,0,0,0.0
Bryan M.,1461.4123655017404,1500.0,1484.1101171630219,1500.0,1474.8033833738139,1500.0,0,0,0.0
Clavet F.,1454.4203299196279,1374.5958578187815,1497.0336704008384,1382.336050479566,1488.8013581181349,1454.3286010683514,0,0,0.0
Stark J.,1467.2717640404223,1500.0,1483.5184953720116,1500.0,1483.8683107680333,1500.0,0,0,0.0
Hipfl M.,1446.6549032693943,1484.5976695221239,1432.5049005901835,1474.8695093231524,1471.2267354847538,1500.0,0,0,0.0
van Lottum J.,1389.5153092984822,1471.9484515398365,1401.3204906786489,1473.8895535836677,1480.856954029697,1500.0,0,0,0.0
Roddick A.,1842.7716661384363,1759.591953211528,1821.8286517075735,1642.765636092476,1795.8834469178246,1634.8713301533828,0,0,0.0
Rafter P.,1839.1680428683526,1499.3736368379434,1743.5345210979945,1457.4105599846048,1676.3132498320026,1543.3653926241839,0,0,0.0
Malisse X.,1592.6067546130641,1511.8370421691209,1541.7970431232413,1470.8281147980977,1684.8356184951583,1543.410155185698,0,0,0.0
Calatrava A.,1412.0299663886267,1460.2260439550578,1433.8834615373726,1427.1197635349934,1457.6394315070845,1484.0,0,0,0.0
Calleri A.,1518.5108399076219,1427.2316945512798,1520.3306416507692,1559.1833761253245,1428.1923250397676,1479.7756685047382,0,0,0.0
Ulihrach B.,1439.3880091672802,1485.3288883397515,1545.528784249806,1426.333624909304,1447.6159974416391,1451.3051672502254,0,0,0.0
Alvarez E.,1424.1568868610518,1484.241342887912,1436.4063918449442,1463.684584786556,1500.0,1500.0,0,0,0.0
Hood M.,1482.9983682364953,1500.0,1500.0,1486.0820179446082,1500.0,1500.0,0,0,0.0
Gonzalez P.,1483.197721775152,1500.0,1500.0,1483.263693206478,1500.0,1500.0,0,0,0.0
Hadad M.,1497.8096238840803,1500.0,1500.0,1499.5221924872876,1500.0,1500.0,0,0,0.0
Prieto S.,1440.8769016976923,1500.0,1500.0,1449.2715484015598,1500.0,1500.0,0,0,0.0
Ondruska M.,1432.761008977013,1500.0,1431.7129456533812,1511.1207394294624,1484.0,1500.0,0,0,0.0
Meligeni F.,1550.2146236273281,1468.8922313508415,1519.8097331909103,1522.686519202018,1466.7727334608808,1466.513602051644,0,0,0.0
Moya C.,1579.9658440239325,1537.8863830523483,1606.5663348043615,1610.3627337507721,1497.8061633337788,1531.776499812619,0,0,0.0
Rios M.,1762.086592221981,1559.7104372546341,1760.4282798563177,1652.5475166811254,1500.0,1467.9894227403051,0,0,0.0
Dent T.,1617.88574818296,1524.4952043432088,1601.077675675566,1459.1422941681558,1545.400260634828,1533.1199249308568,0,0,0.0
Nalbandian D.,1711.3664430170138,1842.6204086358978,1751.4922598128278,1735.537391506118,1683.1704063468908,1758.9502383604402,0,0,0.0
Ruud C.,1797.049416695459,1585.7011569926585,1697.248581484979,1871.3686700449634,1468.7765638687786,1484.0,0,0,0.6855121919694137
Kratochvil M.,1483.011345841385,1423.5428103960605,1498.7767538037385,1484.5828828017773,1506.6734890044338,1424.6632422703433,0,0,0.0
Fish M.,1797.466815327938,1592.8646554166085,1758.542134537886,1539.9971040722257,1728.034762433824,1480.897177724137,0,0,0.0
Kim K.,1380.5097598157308,1430.8467142029663,1413.2848570606147,1411.8188284103223,1387.5234392001787,1487.062891863926,0,0,0.0
Harper-Griffith L.,1471.6365846529745,1500.0,1484.8983137556986,1484.0,1500.0,1500.0,0,0,0.0
Huet S.,1444.2628996221874,1412.6979359212053,1425.6857615106169,1453.1332311757874,1490.1879866189563,1453.4695015289756,0,0,0.0
Taino E.,1478.0282445119112,1470.1688483017929,1469.5565737946174,1473.135602162494,1500.0,1500.0,0,0,0.0
Stoliarov A.,1402.702277464389,1444.787458288033,1424.2615830570608,1445.6943257424016,1443.5260029537512,1455.658234785371,0,0,0.0
Lopez-Moron A.,1394.9327572085942,1500.0,1468.0,1420.6412947171993,1500.0,1500.0,0,0,0.0
Willems R.,1500.5055945211122,1500.0,1500.0,1500.0,1500.0,1500.0,0,0,0.0
Guardiola T.,1438.8645339458158,1499.2392711128564,1504.929433853192,1441.5611074955536,1500.0,1484.0,0,0,0.0
Coutelot N.,1490.481413571247,1500.0,1479.0238813948044,1508.2618079142705,1469.080895487613,1500.0,0,0,0.0
Mota B.,1487.6715333427826,1500.0,1500.0,1483.8882087021818,1500.0,1500.0,0,0,0.0
Marques N.,1486.2688509089876,1500.0,1500.0,1484.0,1500.0,1500.0,0,0,0.0
Burrieza O.,1461.1351226098693,1500.0,1500.0,1471.3194984914546,1483.263693206478,1500.0,0,0,0.0
Lopez F.,1421.2717520868346,1497.4546042661866,1443.557429594162,1462.1187085348938,1581.0555067471885,1505.512559422939,0,0,0.0
Gaudenzi A.,1442.818505823879,1423.5162476812498,1379.6274803128686,1509.1778337859598,1468.733395736614,1453.9700029225205,0,0,0.0
Krajicek R.,1620.610813111863,1534.688036423885,1556.3165816671576,1543.0253818802753,1564.1744370599258,1516.4243928466005,0,0,0.0
Navarro S.,1496.5732684535444,1500.0,1500.0,1495.9226889711576,1500.0,1500.0,0,0,0.0
Puentes G.,1417.8214072283417,1500.0,1468.6945514979827,1429.7428569592041,1498.2127413421272,1500.0,0,0,0.0
Coria G.,1629.7660503553443,1494.6310172564883,1680.8729666235286,1673.97876918793,1554.3722315179255,1536.9489512002094,0,0,0.0
Browne F.,1463.4364704962702,1500.0,1474.119202453626,1474.6450162963265,1500.0,1500.0,0,0,0.0
Delgado R.,1463.6986302900025,1417.9489807377288,1443.9292563619117,1477.0386994344126,1451.143429082612,1500.0,0,0,0.0
Russell M.,1480.0004405295765,1552.8153381940535,1545.319008426471,1382.201808845753,1434.4418422064905,1500.0,0,0,0.0
Gonzalez F.,1691.0095145541075,1635.1854719625203,1714.51939638636,1747.0007312686741,1619.3338397847317,1560.960494710996,0,0,0.0
Goellner M.K.,1446.8131706437753,1498.6674190593933,1505.443479456243,1445.2995316094505,1468.0,1500.0,0,0,0.0
Kohlmann M.,1489.0583946958272,1464.1395455808154,1419.2485027205787,1531.6291809652523,1464.604304263701,1499.2566064943533,0,0,0.0
Humphries S.,1462.304103679794,1484.0,1458.530281892747,1486.2686699797296,1500.0,1500.0,0,0,0.0
Giner J.,1489.9771138607466,1500.0,1500.0,1496.4247485816204,1500.0,1500.0,0,0,0.0
Charpentier M.,1437.8710304373706,1491.029844666826,1500.0,1435.999053638446,1500.0,1490.538741342167,0,0,0.0
Eschauer W.,1385.7427372853017,1442.0556535387373,1404.532649828005,1428.4487360588278,1489.1988231075043,1483.3200166680163,0,0,0.0
Mahut N.,1633.4116327448507,1511.875204463842,1555.2852241611145,1505.6046660137013,1638.6569347547236,1395.1744782626577,0,0,0.0
Serrano O.,1481.1760530804206,1500.0,1500.0,1483.1470506696617,1500.0,1500.0,0,0,0.0
Savolt A.,1477.00664701282,1466.5032276770753,1421.290031669429,1487.4179037946465,1482.4046674213891,1483.8650419265573,0,0,0.0
Trifu G.,1451.0688381099478,1500.0,1500.0,1478.7252539785943,1468.8132170706872,1500.0,0,0,0.0
Bryan B.,1473.197410456759,1441.1819374756485,1444.5621187903298,1452.16052288831,1522.725234110948,1483.297706954834,0,0,0.0
