Player,Surface,Period,Matches,Wins,Losses,WinRate,Elo
Bouzkova M.,Hard,last_year,28,15,13,0.4642857142857143,1507.5719332450951
Bouzkova M.,Hard,last_month,0,0,0,0.0,1500.0
Bouzkova M.,Carpet,all,0,0,0,0.0,1500.0
Bouzkova M.,Carpet,last_year,0,0,0,0.0,1500.0
Bouzkova M.,Carpet,last_month,0,0,0,0.0,1500.0
Bouzkova M.,Clay,all,45,22,23,0.5111111111111111,1473.4128500411623
Bouzkova M.,Clay,last_year,12,8,4,0.3333333333333333,1487.065782705145
Bouzkova M.,Clay,last_month,0,0,0,0.0,1500.0
Bouzkova M.,Grass,all,27,13,14,0.5185185185185185,1474.5661041076294
Bouzkova M.,Grass,last_year,5,2,3,0.6,1514.2076128429212
Bouzkova M.,Grass,last_month,3,1,2,0.6666666666666666,1513.127889660171
Bouzkova M.,Greenset,all,0,0,0,0.0,1500.0
Bouzkova M.,Greenset,last_year,0,0,0,0.0,1500.0
Bouzkova M.,Greenset,last_month,0,0,0,0.0,1500.0
Tatishvili A.,Hard,all,61,17,44,0.7213114754098361,1363.7633510773596
Tatishvili A.,Hard,last_year,0,0,0,0.0,1500.0
Tatishvili A.,Hard,last_month,0,0,0,0.0,1500.0
Tatishvili A.,Carpet,all,0,0,0,0.0,1500.0
Tatishvili A.,Carpet,last_year,0,0,0,0.0,1500.0
Tatishvili A.,Carpet,last_month,0,0,0,0.0,1500.0
Tatishvili A.,Clay,all,46,17,29,0.6304347826086957,1554.190479243149
Tatishvili A.,Clay,last_year,0,0,0,0.0,1500.0
Tatishvili A.,Clay,last_month,0,0,0,0.0,1500.0
Tatishvili A.,Grass,all,12,4,8,0.6666666666666666,1491.6848737677221
Tatishvili A.,Grass,last_year,0,0,0,0.0,1500.0
Tatishvili A.,Grass,last_month,0,0,0,0.0,1500.0
Tatishvili A.,Greenset,all,0,0,0,0.0,1500.0
Tatishvili A.,Greenset,last_year,0,0,0,0.0,1500.0
Tatishvili A.,Greenset,last_month,0,0,0,0.0,1500.0
Reix S.,Hard,all,1,0,1,1.0,1484.7257648621087
Reix S.,Hard,last_year,0,0,0,0.0,1500.0
Reix S.,Hard,last_month,0,0,0,0.0,1500.0
Reix S.,Carpet,all,0,0,0,0.0,1500.0
Reix S.,Carpet,last_year,0,0,0,0.0,1500.0
Reix S.,Carpet,last_month,0,0,0,0.0,1500.0
Reix S.,Clay,all,2,1,1,0.5,1529.9885450701054
Reix S.,Clay,last_year,0,0,0,0.0,1500.0
Reix S.,Clay,last_month,0,0,0,0.0,1500.0
Reix S.,Grass,all,0,0,0,0.0,1500.0
Reix S.,Grass,last_year,0,0,0,0.0,1500.0
Reix S.,Grass,last_month,0,0,0,0.0,1500.0
Reix S.,Greenset,all,0,0,0,0.0,1500.0
Reix S.,Greenset,last_year,0,0,0,0.0,1500.0
Reix S.,Greenset,last_month,0,0,0,0.0,1500.0
Ostapenko J.,Hard,all,271,150,121,0.44649446494464945,1490.5450900992507
Ostapenko J.,Hard,last_year,19,7,12,0.631578947368421,1501.6962100271244
Ostapenko J.,Hard,last_month,0,0,0,0.0,1500.0
Ostapenko J.,Carpet,all,0,0,0,0.0,1500.0
Ostapenko J.,Carpet,last_year,0,0,0,0.0,1500.0
Ostapenko J.,Carpet,last_month,0,0,0,0.0,1500.0
Ostapenko J.,Clay,all,102,59,43,0.4215686274509804,1564.2514244217666
Ostapenko J.,Clay,last_year,11,8,3,0.2727272727272727,1524.63219533179
Ostapenko J.,Clay,last_month,0,0,0,0.0,1500.0
Ostapenko J.,Grass,all,71,50,21,0.29577464788732394,1454.9704959608691
Ostapenko J.,Grass,last_year,7,5,2,0.2857142857142857,1514.9212124622852
Ostapenko J.,Grass,last_month,2,1,1,0.5,1530.6593823199269
Ostapenko J.,Greenset,all,0,0,0,0.0,1500.0
Ostapenko J.,Greenset,last_year,0,0,0,0.0,1500.0
Ostapenko J.,Greenset,last_month,0,0,0,0.0,1500.0
Stosur S.,Hard,all,394,219,175,0.44416243654822335,1442.1336641102373
Stosur S.,Hard,last_year,0,0,0,0.0,1500.0
Stosur S.,Hard,last_month,0,0,0,0.0,1500.0
Stosur S.,Carpet,all,3,2,1,0.3333333333333333,1513.8955860414674
Stosur S.,Carpet,last_year,0,0,0,0.0,1500.0
Stosur S.,Carpet,last_month,0,0,0,0.0,1500.0
Stosur S.,Clay,all,187,127,60,0.32085561497326204,1591.1284920111434
Stosur S.,Clay,last_year,0,0,0,0.0,1500.0
Stosur S.,Clay,last_month,0,0,0,0.0,1500.0
Stosur S.,Grass,all,60,28,32,0.5333333333333333,1560.9297864404732
Stosur S.,Grass,last_year,0,0,0,0.0,1500.0
Stosur S.,Grass,last_month,0,0,0,0.0,1500.0
Stosur S.,Greenset,all,0,0,0,0.0,1500.0
Stosur S.,Greenset,last_year,0,0,0,0.0,1500.0
Stosur S.,Greenset,last_month,0,0,0,0.0,1500.0
Yoo M.,Hard,all,1,0,1,1.0,1516.1720777931023
Yoo M.,Hard,last_year,0,0,0,0.0,1500.0
Yoo M.,Hard,last_month,0,0,0,0.0,1500.0
Yoo M.,Carpet,all,0,0,0,0.0,1500.0
Yoo M.,Carpet,last_year,0,0,0,0.0,1500.0
Yoo M.,Carpet,last_month,0,0,0,0.0,1500.0
Yoo M.,Clay,all,0,0,0,0.0,1500.0
Yoo M.,Clay,last_year,0,0,0,0.0,1500.0
Yoo M.,Clay,last_month,0,0,0,0.0,1500.0
Yoo M.,Grass,all,0,0,0,0.0,1500.0
Yoo M.,Grass,last_year,0,0,0,0.0,1500.0
Yoo M.,Grass,last_month,0,0,0,0.0,1500.0
Yoo M.,Greenset,all,0,0,0,0.0,1500.0
Yoo M.,Greenset,last_year,0,0,0,0.0,1500.0
Yoo M.,Greenset,last_month,0,0,0,0.0,1500.0
Leykina P.,Hard,all,0,0,0,0.0,1500.0
Leykina P.,Hard,last_year,0,0,0,0.0,1500.0
Leykina P.,Hard,last_month,0,0,0,0.0,1500.0
Leykina P.,Carpet,all,0,0,0,0.0,1500.0
Leykina P.,Carpet,last_year,0,0,0,0.0,1500.0
Leykina P.,Carpet,last_month,0,0,0,0.0,1500.0
Leykina P.,Clay,all,2,1,1,0.5,1470.817223553137
Leykina P.,Clay,last_year,0,0,0,0.0,1500.0
Leykina P.,Clay,last_month,0,0,0,0.0,1500.0
Leykina P.,Grass,all,0,0,0,0.0,1500.0
Leykina P.,Grass,last_year,0,0,0,0.0,1500.0
Leykina P.,Grass,last_month,0,0,0,0.0,1500.0
Leykina P.,Greenset,all,0,0,0,0.0,1500.0
Leykina P.,Greenset,last_year,0,0,0,0.0,1500.0
Leykina P.,Greenset,last_month,0,0,0,0.0,1500.0
Minor B.,Hard,all,1,0,1,1.0,1514.216581891219
Minor B.,Hard,last_year,0,0,0,0.0,1500.0
Minor B.,Hard,last_month,0,0,0,0.0,1500.0
Minor B.,Carpet,all,0,0,0,0.0,1500.0
Minor B.,Carpet,last_year,0,0,0,0.0,1500.0
Minor B.,Carpet,last_month,0,0,0,0.0,1500.0
Minor B.,Clay,all,0,0,0,0.0,1500.0
Minor B.,Clay,last_year,0,0,0,0.0,1500.0
Minor B.,Clay,last_month,0,0,0,0.0,1500.0
Minor B.,Grass,all,0,0,0,0.0,1500.0
Minor B.,Grass,last_year,0,0,0,0.0,1500.0
Minor B.,Grass,last_month,0,0,0,0.0,1500.0
Minor B.,Greenset,all,0,0,0,0.0,1500.0
Minor B.,Greenset,last_year,0,0,0,0.0,1500.0
Minor B.,Greenset,last_month,0,0,0,0.0,1500.0
Rus A.,Hard,all,106,32,74,0.6981132075471698,1527.2186666301297
Rus A.,Hard,last_year,14,5,9,0.6428571428571429,1544.9400099617662
Rus A.,Hard,last_month,0,0,0,0.0,1500.0
Rus A.,Carpet,all,0,0,0,0.0,1500.0
Rus A.,Carpet,last_year,0,0,0,0.0,1500.0
Rus A.,Carpet,last_month,0,0,0,0.0,1500.0
Rus A.,Clay,all,104,42,62,0.5961538461538461,1557.0292636104814
Rus A.,Clay,last_year,7,3,4,0.5714285714285714,1511.4298735120394
Rus A.,Clay,last_month,0,0,0,0.0,1500.0
Rus A.,Grass,all,29,9,20,0.6896551724137931,1425.5148048759495
Rus A.,Grass,last_year,3,1,2,0.6666666666666666,1484.125472284105
Rus A.,Grass,last_month,1,0,1,1.0,1484.736306793522
Rus A.,Greenset,all,0,0,0,0.0,1500.0
Rus A.,Greenset,last_year,0,0,0,0.0,1500.0
Rus A.,Greenset,last_month,0,0,0,0.0,1500.0
Dushevina V.,Hard,all,132,61,71,0.5378787878787878,1453.3775973433012
Dushevina V.,Hard,last_year,0,0,0,0.0,1500.0
Dushevina V.,Hard,last_month,0,0,0,0.0,1500.0
Dushevina V.,Carpet,all,5,3,2,0.4,1484.846093392028
Dushevina V.,Carpet,last_year,0,0,0,0.0,1500.0
Dushevina V.,Carpet,last_month,0,0,0,0.0,1500.0
Dushevina V.,Clay,all,49,22,27,0.5510204081632653,1480.6525613298163
Dushevina V.,Clay,last_year,0,0,0,0.0,1500.0
Dushevina V.,Clay,last_month,0,0,0,0.0,1500.0
Dushevina V.,Grass,all,15,5,10,0.6666666666666666,1509.228162008965
Dushevina V.,Grass,last_year,0,0,0,0.0,1500.0
Dushevina V.,Grass,last_month,0,0,0,0.0,1500.0
Dushevina V.,Greenset,all,0,0,0,0.0,1500.0
Dushevina V.,Greenset,last_year,0,0,0,0.0,1500.0
Dushevina V.,Greenset,last_month,0,0,0,0.0,1500.0
Bratchikova N.,Hard,all,25,8,17,0.68,1503.7621708824913
Bratchikova N.,Hard,last_year,0,0,0,0.0,1500.0
Bratchikova N.,Hard,last_month,0,0,0,0.0,1500.0
Bratchikova N.,Carpet,all,0,0,0,0.0,1500.0
Bratchikova N.,Carpet,last_year,0,0,0,0.0,1500.0
Bratchikova N.,Carpet,last_month,0,0,0,0.0,1500.0
Bratchikova N.,Clay,all,18,4,14,0.7777777777777778,1491.7567495842793
Bratchikova N.,Clay,last_year,0,0,0,0.0,1500.0
Bratchikova N.,Clay,last_month,0,0,0,0.0,1500.0
Bratchikova N.,Grass,all,2,0,2,1.0,1467.645620212593
Bratchikova N.,Grass,last_year,0,0,0,0.0,1500.0
Bratchikova N.,Grass,last_month,0,0,0,0.0,1500.0
Bratchikova N.,Greenset,all,0,0,0,0.0,1500.0
Bratchikova N.,Greenset,last_year,0,0,0,0.0,1500.0
Bratchikova N.,Greenset,last_month,0,0,0,0.0,1500.0
Czink M. ,Hard,all,2,0,2,1.0,1468.766810297684
Czink M. ,Hard,last_year,0,0,0,0.0,1500.0
Czink M. ,Hard,last_month,0,0,0,0.0,1500.0
Czink M. ,Carpet,all,0,0,0,0.0,1500.0
Czink M. ,Carpet,last_year,0,0,0,0.0,1500.0
Czink M. ,Carpet,last_month,0,0,0,0.0,1500.0
Czink M. ,Clay,all,0,0,0,0.0,1500.0
Czink M. ,Clay,last_year,0,0,0,0.0,1500.0
Czink M. ,Clay,last_month,0,0,0,0.0,1500.0
Czink M. ,Grass,all,0,0,0,0.0,1500.0
Czink M. ,Grass,last_year,0,0,0,0.0,1500.0
Czink M. ,Grass,last_month,0,0,0,0.0,1500.0
Czink M. ,Greenset,all,0,0,0,0.0,1500.0
Czink M. ,Greenset,last_year,0,0,0,0.0,1500.0
Czink M. ,Greenset,last_month,0,0,0,0.0,1500.0
Bai A.,Hard,all,1,0,1,1.0,1515.7443374651154
Bai A.,Hard,last_year,0,0,0,0.0,1500.0
Bai A.,Hard,last_month,0,0,0,0.0,1500.0
Bai A.,Carpet,all,0,0,0,0.0,1500.0
Bai A.,Carpet,last_year,0,0,0,0.0,1500.0
Bai A.,Carpet,last_month,0,0,0,0.0,1500.0
Bai A.,Clay,all,0,0,0,0.0,1500.0
Bai A.,Clay,last_year,0,0,0,0.0,1500.0
Bai A.,Clay,last_month,0,0,0,0.0,1500.0
Bai A.,Grass,all,0,0,0,0.0,1500.0
Bai A.,Grass,last_year,0,0,0,0.0,1500.0
Bai A.,Grass,last_month,0,0,0,0.0,1500.0
Bai A.,Greenset,all,0,0,0,0.0,1500.0
Bai A.,Greenset,last_year,0,0,0,0.0,1500.0
Bai A.,Greenset,last_month,0,0,0,0.0,1500.0
Appleton E.,Hard,all,0,0,0,0.0,1500.0
Appleton E.,Hard,last_year,0,0,0,0.0,1500.0
Appleton E.,Hard,last_month,0,0,0,0.0,1500.0
Appleton E.,Carpet,all,0,0,0,0.0,1500.0
Appleton E.,Carpet,last_year,0,0,0,0.0,1500.0
Appleton E.,Carpet,last_month,0,0,0,0.0,1500.0
Appleton E.,Clay,all,0,0,0,0.0,1500.0
Appleton E.,Clay,last_year,0,0,0,0.0,1500.0
Appleton E.,Clay,last_month,0,0,0,0.0,1500.0
Appleton E.,Grass,all,2,0,2,1.0,1501.7461163852618
Appleton E.,Grass,last_year,0,0,0,0.0,1500.0
Appleton E.,Grass,last_month,0,0,0,0.0,1500.0
Appleton E.,Greenset,all,0,0,0,0.0,1500.0
Appleton E.,Greenset,last_year,0,0,0,0.0,1500.0
Appleton E.,Greenset,last_month,0,0,0,0.0,1500.0
Georgatou E.,Hard,all,2,0,2,1.0,1467.2393474198425
Georgatou E.,Hard,last_year,0,0,0,0.0,1500.0
Georgatou E.,Hard,last_month,0,0,0,0.0,1500.0
Georgatou E.,Carpet,all,0,0,0,0.0,1500.0
Georgatou E.,Carpet,last_year,0,0,0,0.0,1500.0
Georgatou E.,Carpet,last_month,0,0,0,0.0,1500.0
Georgatou E.,Clay,all,0,0,0,0.0,1500.0
Georgatou E.,Clay,last_year,0,0,0,0.0,1500.0
Georgatou E.,Clay,last_month,0,0,0,0.0,1500.0
Georgatou E.,Grass,all,0,0,0,0.0,1500.0
Georgatou E.,Grass,last_year,0,0,0,0.0,1500.0
Georgatou E.,Grass,last_month,0,0,0,0.0,1500.0
Georgatou E.,Greenset,all,0,0,0,0.0,1500.0
Georgatou E.,Greenset,last_year,0,0,0,0.0,1500.0
Georgatou E.,Greenset,last_month,0,0,0,0.0,1500.0
Kerber A.,Hard,all,454,283,171,0.3766519823788546,1578.728453636518
Kerber A.,Hard,last_year,0,0,0,0.0,1500.0
Kerber A.,Hard,last_month,0,0,0,0.0,1500.0
Kerber A.,Carpet,all,0,0,0,0.0,1500.0
Kerber A.,Carpet,last_year,0,0,0,0.0,1500.0
Kerber A.,Carpet,last_month,0,0,0,0.0,1500.0
Kerber A.,Clay,all,143,86,57,0.3986013986013986,1626.406353880646
Kerber A.,Clay,last_year,0,0,0,0.0,1500.0
Kerber A.,Clay,last_month,0,0,0,0.0,1500.0
Kerber A.,Grass,all,114,81,33,0.2894736842105263,1587.6710422897304
Kerber A.,Grass,last_year,1,0,1,1.0,1516.0
Kerber A.,Grass,last_month,0,0,0,0.0,1500.0
Kerber A.,Greenset,all,0,0,0,0.0,1500.0
Kerber A.,Greenset,last_year,0,0,0,0.0,1500.0
Kerber A.,Greenset,last_month,0,0,0,0.0,1500.0
Bolkvadze M.,Hard,all,3,1,2,0.6666666666666666,1514.4737701450504
Bolkvadze M.,Hard,last_year,0,0,0,0.0,1500.0
Bolkvadze M.,Hard,last_month,0,0,0,0.0,1500.0
Bolkvadze M.,Carpet,all,0,0,0,0.0,1500.0
Bolkvadze M.,Carpet,last_year,0,0,0,0.0,1500.0
Bolkvadze M.,Carpet,last_month,0,0,0,0.0,1500.0
Bolkvadze M.,Clay,all,1,0,1,1.0,1518.6098741190096
Bolkvadze M.,Clay,last_year,0,0,0,0.0,1500.0
Bolkvadze M.,Clay,last_month,0,0,0,0.0,1500.0
Bolkvadze M.,Grass,all,1,0,1,1.0,1519.7443182746829
Bolkvadze M.,Grass,last_year,1,0,1,1.0,1516.0
Bolkvadze M.,Grass,last_month,1,0,1,1.0,1516.0
Bolkvadze M.,Greenset,all,0,0,0,0.0,1500.0
Bolkvadze M.,Greenset,last_year,0,0,0,0.0,1500.0
Bolkvadze M.,Greenset,last_month,0,0,0,0.0,1500.0
Chvojkova V.,Hard,all,0,0,0,0.0,1500.0
Chvojkova V.,Hard,last_year,0,0,0,0.0,1500.0
Chvojkova V.,Hard,last_month,0,0,0,0.0,1500.0
Chvojkova V.,Carpet,all,0,0,0,0.0,1500.0
Chvojkova V.,Carpet,last_year,0,0,0,0.0,1500.0
Chvojkova V.,Carpet,last_month,0,0,0,0.0,1500.0
Chvojkova V.,Clay,all,3,1,2,0.6666666666666666,1509.9894367334177
Chvojkova V.,Clay,last_year,0,0,0,0.0,1500.0
Chvojkova V.,Clay,last_month,0,0,0,0.0,1500.0
Chvojkova V.,Grass,all,0,0,0,0.0,1500.0
Chvojkova V.,Grass,last_year,0,0,0,0.0,1500.0
Chvojkova V.,Grass,last_month,0,0,0,0.0,1500.0
Chvojkova V.,Greenset,all,0,0,0,0.0,1500.0
Chvojkova V.,Greenset,last_year,0,0,0,0.0,1500.0
Chvojkova V.,Greenset,last_month,0,0,0,0.0,1500.0
Rampre P.,Hard,all,3,1,2,0.6666666666666666,1519.0710542957065
Rampre P.,Hard,last_year,0,0,0,0.0,1500.0
Rampre P.,Hard,last_month,0,0,0,0.0,1500.0
Rampre P.,Carpet,all,0,0,0,0.0,1500.0
Rampre P.,Carpet,last_year,0,0,0,0.0,1500.0
Rampre P.,Carpet,last_month,0,0,0,0.0,1500.0
Rampre P.,Clay,all,3,1,2,0.6666666666666666,1514.8735831073654
Rampre P.,Clay,last_year,0,0,0,0.0,1500.0
Rampre P.,Clay,last_month,0,0,0,0.0,1500.0
Rampre P.,Grass,all,0,0,0,0.0,1500.0
Rampre P.,Grass,last_year,0,0,0,0.0,1500.0
Rampre P.,Grass,last_month,0,0,0,0.0,1500.0
Rampre P.,Greenset,all,0,0,0,0.0,1500.0
Rampre P.,Greenset,last_year,0,0,0,0.0,1500.0
Rampre P.,Greenset,last_month,0,0,0,0.0,1500.0
Rueffer L.,Hard,all,0,0,0,0.0,1500.0
Rueffer L.,Hard,last_year,0,0,0,0.0,1500.0
Rueffer L.,Hard,last_month,0,0,0,0.0,1500.0
Rueffer L.,Carpet,all,0,0,0,0.0,1500.0
Rueffer L.,Carpet,last_year,0,0,0,0.0,1500.0
Rueffer L.,Carpet,last_month,0,0,0,0.0,1500.0
Rueffer L.,Clay,all,1,0,1,1.0,1484.4965252875254
Rueffer L.,Clay,last_year,0,0,0,0.0,1500.0
Rueffer L.,Clay,last_month,0,0,0,0.0,1500.0
Rueffer L.,Grass,all,0,0,0,0.0,1500.0
Rueffer L.,Grass,last_year,0,0,0,0.0,1500.0
Rueffer L.,Grass,last_month,0,0,0,0.0,1500.0
Rueffer L.,Greenset,all,0,0,0,0.0,1500.0
Rueffer L.,Greenset,last_year,0,0,0,0.0,1500.0
Rueffer L.,Greenset,last_month,0,0,0,0.0,1500.0
Guarachi A.,Hard,all,1,0,1,1.0,1480.361895733462
Guarachi A.,Hard,last_year,0,0,0,0.0,1500.0
Guarachi A.,Hard,last_month,0,0,0,0.0,1500.0
Guarachi A.,Carpet,all,0,0,0,0.0,1500.0
Guarachi A.,Carpet,last_year,0,0,0,0.0,1500.0
Guarachi A.,Carpet,last_month,0,0,0,0.0,1500.0
Guarachi A.,Clay,all,0,0,0,0.0,1500.0
Guarachi A.,Clay,last_year,0,0,0,0.0,1500.0
Guarachi A.,Clay,last_month,0,0,0,0.0,1500.0
Guarachi A.,Grass,all,0,0,0,0.0,1500.0
Guarachi A.,Grass,last_year,0,0,0,0.0,1500.0
Guarachi A.,Grass,last_month,0,0,0,0.0,1500.0
Guarachi A.,Greenset,all,0,0,0,0.0,1500.0
Guarachi A.,Greenset,last_year,0,0,0,0.0,1500.0
Guarachi A.,Greenset,last_month,0,0,0,0.0,1500.0
Melander H.,Hard,all,0,0,0,0.0,1500.0
Melander H.,Hard,last_year,0,0,0,0.0,1500.0
Melander H.,Hard,last_month,0,0,0,0.0,1500.0
Melander H.,Carpet,all,0,0,0,0.0,1500.0
Melander H.,Carpet,last_year,0,0,0,0.0,1500.0
Melander H.,Carpet,last_month,0,0,0,0.0,1500.0
Melander H.,Clay,all,1,0,1,1.0,1513.748566858871
Melander H.,Clay,last_year,0,0,0,0.0,1500.0
Melander H.,Clay,last_month,0,0,0,0.0,1500.0
Melander H.,Grass,all,0,0,0,0.0,1500.0
Melander H.,Grass,last_year,0,0,0,0.0,1500.0
Melander H.,Grass,last_month,0,0,0,0.0,1500.0
Melander H.,Greenset,all,0,0,0,0.0,1500.0
Melander H.,Greenset,last_year,0,0,0,0.0,1500.0
Melander H.,Greenset,last_month,0,0,0,0.0,1500.0
Ren Y.,Hard,all,1,0,1,1.0,1486.8666262938007
Ren Y.,Hard,last_year,1,0,1,1.0,1485.6970550681333
Ren Y.,Hard,last_month,0,0,0,0.0,1500.0
Ren Y.,Carpet,all,0,0,0,0.0,1500.0
Ren Y.,Carpet,last_year,0,0,0,0.0,1500.0
Ren Y.,Carpet,last_month,0,0,0,0.0,1500.0
Ren Y.,Clay,all,0,0,0,0.0,1500.0
Ren Y.,Clay,last_year,0,0,0,0.0,1500.0
Ren Y.,Clay,last_month,0,0,0,0.0,1500.0
Ren Y.,Grass,all,0,0,0,0.0,1500.0
Ren Y.,Grass,last_year,0,0,0,0.0,1500.0
Ren Y.,Grass,last_month,0,0,0,0.0,1500.0
Ren Y.,Greenset,all,0,0,0,0.0,1500.0
Ren Y.,Greenset,last_year,0,0,0,0.0,1500.0
Ren Y.,Greenset,last_month,0,0,0,0.0,1500.0
Makarova E.,Hard,all,307,158,149,0.48534201954397393,1589.1403227642954
Makarova E.,Hard,last_year,0,0,0,0.0,1500.0
Makarova E.,Hard,last_month,0,0,0,0.0,1500.0
Makarova E.,Carpet,all,3,1,2,0.6666666666666666,1513.5332801132731
Makarova E.,Carpet,last_year,0,0,0,0.0,1500.0
Makarova E.,Carpet,last_month,0,0,0,0.0,1500.0
Makarova E.,Clay,all,95,48,47,0.49473684210526314,1456.691289591291
Makarova E.,Clay,last_year,3,1,2,0.6666666666666666,1484.736306793522
Makarova E.,Clay,last_month,0,0,0,0.0,1500.0
Makarova E.,Grass,all,70,42,28,0.4,1507.0739057377614
Makarova E.,Grass,last_year,0,0,0,0.0,1500.0
Makarova E.,Grass,last_month,0,0,0,0.0,1500.0
Makarova E.,Greenset,all,0,0,0,0.0,1500.0
Makarova E.,Greenset,last_year,0,0,0,0.0,1500.0
Makarova E.,Greenset,last_month,0,0,0,0.0,1500.0
Sugiyama A.,Hard,all,72,32,40,0.5555555555555556,1522.2768121716274
Sugiyama A.,Hard,last_year,0,0,0,0.0,1500.0
Sugiyama A.,Hard,last_month,0,0,0,0.0,1500.0
Sugiyama A.,Carpet,all,3,2,1,0.3333333333333333,1545.8955860414674
Sugiyama A.,Carpet,last_year,0,0,0,0.0,1500.0
Sugiyama A.,Carpet,last_month,0,0,0,0.0,1500.0
Sugiyama A.,Clay,all,18,7,11,0.6111111111111112,1566.154845866598
Sugiyama A.,Clay,last_year,0,0,0,0.0,1500.0
Sugiyama A.,Clay,last_month,0,0,0,0.0,1500.0
Sugiyama A.,Grass,all,13,6,7,0.5384615384615384,1518.8379034199106
Sugiyama A.,Grass,last_year,0,0,0,0.0,1500.0
Sugiyama A.,Grass,last_month,0,0,0,0.0,1500.0
Sugiyama A.,Greenset,all,0,0,0,0.0,1500.0
Sugiyama A.,Greenset,last_year,0,0,0,0.0,1500.0
Sugiyama A.,Greenset,last_month,0,0,0,0.0,1500.0
Jovanovski B.,Hard,all,155,72,83,0.535483870967742,1531.0249760778834
Jovanovski B.,Hard,last_year,0,0,0,0.0,1500.0
Jovanovski B.,Hard,last_month,0,0,0,0.0,1500.0
Jovanovski B.,Carpet,all,0,0,0,0.0,1500.0
Jovanovski B.,Carpet,last_year,0,0,0,0.0,1500.0
Jovanovski B.,Carpet,last_month,0,0,0,0.0,1500.0
Jovanovski B.,Clay,all,39,13,26,0.6666666666666666,1527.4967297722926
Jovanovski B.,Clay,last_year,0,0,0,0.0,1500.0
Jovanovski B.,Clay,last_month,0,0,0,0.0,1500.0
Jovanovski B.,Grass,all,23,8,15,0.6521739130434783,1409.124318093509
Jovanovski B.,Grass,last_year,0,0,0,0.0,1500.0
Jovanovski B.,Grass,last_month,0,0,0,0.0,1500.0
Jovanovski B.,Greenset,all,0,0,0,0.0,1500.0
Jovanovski B.,Greenset,last_year,0,0,0,0.0,1500.0
Jovanovski B.,Greenset,last_month,0,0,0,0.0,1500.0
Ce G.,Hard,all,5,2,3,0.6,1480.747130917294
